uid,facname,factype,latitude,longitude
123630,P.S. 111 Seton Falls,Elementary School - Public,40.884414,-73.839656
40433,Harlem Village Academy Charter Elem,Charter School,40.806816,-73.945563
97983,Institute For Health Professions At Cambria Heights,High school - Public,40.698401,-73.746213
104369,P.S. 236 Mill Basin,Elementary School - Public,40.615731,-73.912386
61825,P.S. 089 Cypress Hills,K-8 School - Public,40.677799,-73.886689
103280,Beginning With Children Charter Scho,Charter School,40.700194,-73.94813
118646,High School Of Economics And Finance,High school - Public,40.709289,-74.012342
124376,P.S. 75 School Of Research And Discovery,Elementary School - Public,40.82232,-73.888991
104492,Bushwick Ascend Middle School,Charter School,40.681587,-73.906072
110859,Ampark Neighborhood,Elementary School - Public,40.883103,-73.891558
77314,Excellence Girls Charter School,K-12 all grades School - Charter,40.671804,-73.924209
92439,John Adams High School,High school - Public,40.678683,-73.836918
62836,The Walton Avenue School,Elementary School - Public,40.840348,-73.915764
79031,The School Of Integrated Learning,Junior High-Intermediate-Middle School - Public,40.672232,-73.937218
4196,P.S. 094 The Henry Longfellow,Elementary School - Public,40.643761,-74.008715
71650,New York City Academy For Discovery,Elementary School - Public,40.691617,-73.848628
83185,"Young Women's Leadership School, Astoria",Secondary School - Public,40.771309,-73.924228
169310,District #7 Office(Old PS 18),Elementary School,40.815468,-73.920301
21239,PS 60,Elementary School,40.610573,-74.162311
3608,P.S. 096,Elementary School - Public,40.675331,-73.808131
92217,P.S. 290 Manhattan New School,Elementary School - Public,40.775148,-73.9528
71641,P.S. 060 Woodhaven,Elementary School - Public,40.691455,-73.852844
130517,PS 1,Elementary School,40.508819,-74.244011
125615,M.S. 442 Carroll Gardens School For Innovation,Junior High-Intermediate-Middle School - Public,40.680238,-73.990735
26064,Success Academy Charter Sch-NYC 11,Charter School,40.684077,-73.873329
16503,Democracy Prep Harlem Charter School,Charter School,40.814483,-73.945023
46764,Community Math & Science Prep,Junior High-Intermediate-Middle School - Public,40.836999,-73.937253
36635,Brooklyn Academy Of Science And The Environment,High school - Public,40.669805,-73.96069
41758,P.S. 016 Wakefield,Elementary School - Public,40.902306,-73.854449
161595,Kappa V (Knowledge And Power Preparatory Academy),Junior High-Intermediate-Middle School - Public,40.655764,-73.906688
97549,English Language Learners And International Support Preparatory Academy (Ellis),High school - Public,40.877239,-73.91312
61331,P.S. 66,K-8 School - Public,40.64862,-73.906857
19436,P.S. 174 William Sidney Mount,Elementary School - Public,40.720623,-73.861404
97115,PS 9 (Old PS 86),Special Education School,40.718315,-73.91236
90232,M.S. K394,K-8 School - Public,40.672693,-73.928472
121696,NYC Charter School Of The Arts,Charter School,40.7058,-74.013096
42213,Zeta Charter School - Inwood 1,Charter School,40.853579,-73.932822
162438,New Heights Middle School,Junior High-Intermediate-Middle School - Public,40.662068,-73.936441
136830,Kipp Freedom Charter School IIi,Charter School,40.784254,-73.953659
41847,P.S. 191 Mayflower,Elementary School - Public,40.734281,-73.708684
77034,South Bronx Early College Academy Cs,Charter School,40.818094,-73.904427
81039,Voice Charter School-Annex,Charter School,40.758566,-73.939179
95580,School Of Performing Arts,Junior High-Intermediate-Middle School - Public,40.822205,-73.894432
178390,Brooklyn Charter School,Charter School,40.694111,-73.948006
162162,P.S. 108 Sal Abbracciamento,Elementary School - Public,40.681278,-73.884319
77124,J.H.S. 118 William W. Niles,Junior High-Intermediate-Middle School - Public,40.848528,-73.892593
169274,Hawtree Creek Middle School,Junior High-Intermediate-Middle School - Public,40.675172,-73.816741
75908,Our World Neighborhood Charter Schoo,Charter School,40.755796,-73.924106
5087,Brooklyn Community Arts & Media High School (Bcam),High school - Public,40.692048,-73.95844
86826,Professional Pathways High School,High school - Public,40.593497,-73.93671
69920,Elm Community Charter School,Charter School,40.766207,-73.816086
123829,P.S. 018 Park Terrace,K-8 School - Public,40.871662,-73.91248
139749,Success Acad Charter Sch-Upper West,Charter School,40.785906,-73.974091
64663,P.S. 280,Elementary School - Public,40.753821,-73.873943
105909,"Urban Assembly Academy Of Government And Law, The",High school - Public,40.717341,-73.989323
100010,PS 18,Elementary School,40.636639,-74.116922
125836,Bronx Arena High School,High school - Public,40.820829,-73.880771
31128,Anthony Genovesi Environ Ctr,Educational Skills Center,40.622208,-73.908322
76532,P.S./I.S. 295,K-8 School - Public,40.720721,-73.731427
105906,Essex Street Academy,High school - Public,40.717341,-73.989323
72118,I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle School - Public,40.712772,-73.779886
163690,Manhattan Bridges High School,High school - Public,40.765673,-73.993167
103306,Kipp Star College Prep Charter School,K-12 all grades School - Charter,40.810789,-73.956097
90139,P.S. 054 Hillside,Elementary School - Public,40.702679,-73.824604
119233,P.S. 036 Saint Albans School,Elementary School - Public,40.691241,-73.763882
63411,Bronx Green Middle School,Junior High-Intermediate-Middle School - Public,40.862349,-73.864853
31473,PS 4,Elementary School,40.552051,-74.195271
60493,P.S. 235 Janice Marie Knight School,K-8 School - Public,40.645821,-73.898446
138578,Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle School - Public,40.858383,-73.886994
113797,Academy For Social Action,High school - Public,40.815707,-73.955626
30806,P.S./I.S. 30 Mary White Ovington,K-8 School - Public,40.633715,-74.023034
164905,P.S. 298 Dr. Betty Shabazz,Elementary School - Public,40.671065,-73.907762
75497,Flushing International High School,High school - Public,40.760077,-73.818276
8535,Boston Secor HSes & Senior Ctr,Elementary School,40.883043,-73.832599
181660,Francis Lewis High School,High school - Public,40.740736,-73.794038
110910,Tag Young Scholars,K-8 School - Public,40.792563,-73.942021
8680,High School For Energy And Technology,High school - Public,40.855248,-73.882505
90093,P.S. 158 Bayard Taylor,Elementary School - Public,40.770283,-73.950776
112840,Life Sciences Secondary School,Secondary School - Public,40.783254,-73.945958
88706,PS 236,Elementary School,40.844747,-73.898583
108838,P.S. 197 The Ocean School,Elementary School - Public,40.599853,-73.744109
4250,Park Slope Collegiate,Secondary School - Public,40.669308,-73.978695
117396,Success Academy Charter School - Harlem 5,K-8 School - Charter,40.814292,-73.942677
106834,P.S. 069 Journey Prep School,Elementary School - Public,40.816861,-73.860592
135029,Girls Preparatory Charter School Of The Bronx,K-8 School - Charter,40.822313,-73.906744
6339,Academy For Environmental Leadership,High school - Public,40.696813,-73.911847
109856,P.S. 312 Bergen Beach,Elementary School - Public,40.622009,-73.90908
113127,Academy Of Finance And Enterprise,High school - Public,40.744566,-73.936921
125833,P.S. 093 Albert G. Oliver,Elementary School - Public,40.82213,-73.877097
117290,"P.S. 145, The Bloomingdale School",Elementary School - Public,40.799106,-73.965362
111184,P.S. 107,Elementary School - Public,40.818818,-73.868568
18506,Pathways College Preparatory School: A College Board School,Secondary School - Public,40.705713,-73.752764
160195,Neighborhood Charter School  - Bronx,Charter School,40.824627,-73.945737
162241,Lois And Richard Nicotra Early Colle,Charter School,40.605453,-74.179168
9341,Chelsea Career And Technical Education High School,High school - Public,40.72465,-74.005036
49432,Academic High School,Academic High School,40.749928,-73.884825
61939,Academic Leadership Charter Middle S,Charter School,40.811129,-73.909655
160017,Sheridan Academy For Young Leaders,Elementary School - Public,40.832059,-73.917561
41758,P.S. 016 Wakefield,Elementary School - Public,40.902306,-73.854449
63419,High School For Contemporary Arts,High school - Public,40.875185,-73.861635
47506,Queens Explorers Elementary School,Elementary School - Public,40.683363,-73.849977
21028,I.S. 254,Junior High-Intermediate-Middle School - Public,40.858853,-73.889879
114384,Urban Assembly Institute Of Math And Science For Young Women,Secondary School - Public,40.694632,-73.988348
113838,PS 53& Playground (Jop),Elementary School,40.552153,-74.137106
71582,P.S. 024 Andrew Jackson,Elementary School - Public,40.755511,-73.799399
162216,P.S. 163 Flushing Heights,Elementary School - Public,40.740862,-73.808699
8566,NY Center For Autism Charter School,Charter School,40.785403,-73.941087
154295,PS 26,Elementary School,40.591518,-74.190062
129423,The Mott Hall School,Junior High-Intermediate-Middle School - Public,40.815739,-73.952637
71641,P.S. 060 Woodhaven,Elementary School - Public,40.691455,-73.852844
34656,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle School - Public,40.848596,-73.908854
7554,P.S. 052 Sheepshead Bay,Elementary School - Public,40.587847,-73.940092
164879,Curtis HS & Athletic Field,Academic High School,40.645409,-74.082221
137969,High School Of World Cultures,High school - Public,40.832034,-73.878476
75011,P.S. 103 Hector Fontanez,Elementary School - Public,40.89213,-73.861784
70289,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",K-8 School - Public,40.715248,-73.886999
137228,P.S. 030 Wilton,Elementary School - Public,40.809125,-73.91759
134875,Harlem Village Academy Leadership Charter School,K-12 all grades School - Charter,40.79922,-73.933721
119116,Leadership Preparatory Brownsville Charter School,K-8 School - Charter,40.666935,-73.907683
77016,University Prep Charter High School,Charter School,40.814889,-73.912023
197723,Community Health Academy Of The Heights,Secondary School - Public,40.833392,-73.942447
119297,PS 751 (Old PS 25),Special Education School,40.725721,-73.98786
94993,P.S./I.S. 268,K-8 School - Public,40.707665,-73.785202
55465,"PS 58, Is43",Intermediate School,40.582813,-74.160904
83665,P.S. 029 John M. Harrigan,Elementary School - Public,40.686925,-73.997688
81058,Urban Dove Team Charter School,Charter School,40.689742,-73.950748
105022,Kingsbridge International High School,High school - Public,40.870225,-73.89707
107641,Mount Eden Children's Academy,Elementary School - Public,40.843164,-73.916178
85481,J.H.S. 008 Richard S. Grossley,Junior High-Intermediate-Middle School - Public,40.69713,-73.786572
122242,Azure Towers/IS 114,Intermediate School,40.780383,-73.947221
97554,Marble Hill High School For International Studies,High school - Public,40.877239,-73.91312
26218,Bedford Stuy New Beginnings Charter,Charter School,40.694747,-73.937635
134978,P.S. 146 Edward Collins,Elementary School - Public,40.824941,-73.905765
136816,P.S. 198 Isador E. Ida Straus,Elementary School - Public,40.785012,-73.950031
137021,Bronx Early College Academy For Teaching & Learning,Secondary School - Public,40.828117,-73.917621
58217,P.S. 150 Queens,Elementary School - Public,40.745906,-73.923373
8582,Renaissance Charter HS-Innovation,Charter School,40.785215,-73.942457
112557,Victory Collegiate High School,High school - Public,40.633717,-73.917621
136723,Bronx Leadership Academy High School,High school - Public,40.843273,-73.902924
87437,Progress High School For Professional Careers,High school - Public,40.711725,-73.939269
6277,"Math, Engineering, And Science Academy Charter High School",High school - Charter,40.69566,-73.915428
149828,PS 721 Ax Otc,Special Education School,40.842735,-73.838912
72144,Cambria Heights Academy,High school - Public,40.711604,-73.770949
129630,Women's Academy Of Excellence,High school - Public,40.814967,-73.856072
105031,Dewitt Clinton & Brnx Sci HS's,Academic High School,40.879876,-73.888946
8302,Fairmont Neighborhood School,Elementary School - Public,40.834226,-73.887115
63969,P.S. 055 Maure,Elementary School - Public,40.693632,-73.816261
83377,Concourse Village Elementary School,Elementary School - Public,40.823004,-73.92284
32625,Urban Institute Of Mathematics,Junior High-Intermediate-Middle School - Public,40.827007,-73.818266
61089,Brooklyn East Collegiate Charter Sch,Charter School,40.684709,-73.947271
104935,Creston Academy,Junior High-Intermediate-Middle School - Public,40.855331,-73.903211
122158,PS 226-Special Education,Special Education School,40.734771,-73.995288
109799,Middle School 322,Junior High-Intermediate-Middle School - Public,40.860897,-73.930016
135864,P.S./I.S. 224,Junior High-Intermediate-Middle School - Public,40.810208,-73.918450000000007
148806,Inwood Acad For Leadership Charter,Charter School,40.868907,-73.920869
181640,Bronx River High School,High school - Public,40.839941,-73.83914
5206,Bedford Stuyvesant Preparatory High School,High school - Public,40.684611,-73.947965
105769,"School For Human Rights, The",Secondary School - Public,40.65899,-73.943273
96932,Pathways In Technology Early College High School (P-Tech),High school - Public,40.675909,-73.939309
136763,P.S. 061 Francisco Oller,Elementary School - Public,40.836359,-73.892784
17866,Kipp Academy Charter School,Charter School,40.822641,-73.921402
26342,P.S. 241 Emma L. Johnston,Elementary School - Public,40.668916,-73.960528
72357,P.S. 175 City Island,K-8 School - Public,40.843781,-73.784759
118230,P.S. 098 Shorac Kappock,Elementary School - Public,40.867781,-73.917808
110765,P.S. 009 Sarah Anderson,Elementary School - Public,40.785102,-73.973863
199941,Success Academy Cs - Rosedale,Charter School,40.655513,-73.738286
69845,PS 75,Special Education School,40.698649,-73.904918
105786,P.S. 397 Foster-Laurie,Elementary School - Public,40.658731,-73.946384
59360,Achievement First Crown Heights Charter School,K-12 all grades School - Charter,40.662068,-73.936441
39974,Creedmoor Hospital,Academic High School,40.735632,-73.727896
131606,PS 52 & Playground,Elementary School,40.66143,-73.767179
181298,P.S. 211,K-8 School - Public,40.843817,-73.890104
73279,"Urban Assembly School For Applied Math And Science, The",Secondary School - Public,40.839461,-73.901871
